time,aX,aY,aZ,gX,gY,gZ,faX,faY,faZ,fgX,fgY,fgZ
0.13451442600000973,8.985048863,-1.1318050897999998,1.8616159827999998,-2.24,-6.16,0.14,8.83513852711,-0.7311269454299999,2.1397816100499996,0.8154999999999998,-3.8850000000000007,-2.9750000000000005
0.14449938400002793,9.104689993,-1.8281164663999998,1.9214365477999997,0.21000000000000002,-3.5700000000000003,-1.8200000000000003,8.8510507974,-0.78939217574,2.1272192913999994,0.476,-4.0845,-2.6075000000000004
0.15430134199993972,9.104689993,-1.4404792052000002,2.0003996936,2.31,-1.54,-3.22,8.857272136159997,-0.83210405915,2.1201604647299996,0.4095,-4.1755,-2.3240000000000003
0.16377930199996626,9.162117735399999,-1.3280165429999997,1.9645073545999996,3.7100000000000004,-1.1900000000000002,-4.970000000000001,8.869834454809999,-0.86703926911,2.1153748195299995,0.46550000000000014,-4.207,-2.1699999999999995
0.17350925999994615,9.2554378168,-1.2490533971999997,2.0051853388,5.390000000000001,-0.56,-6.720000000000001,8.891489499339997,-0.89934237421,2.10759814608,0.6545,-4.179,-2.163
0.18199222399994142,8.662017811999998,-0.9643075077999999,2.0410776778,3.8500000000000005,1.33,-7.98,8.882755696849996,-0.9176474670999999,2.09814649681,0.7665000000000001,-4.0635,-2.2855
0.19062318700002834,9.3415794304,-1.3184452525999997,2.4430718745999997,1.8200000000000003,4.2700000000000005,-7.630000000000001,8.909076745449998,-0.9540183706200001,2.10891419851,0.8225000000000001,-3.773000000000001,-2.422
0.19920715099999597,9.4444708022,-1.2442677519999998,2.4454646972,-1.12,4.0600000000000005,-8.89,8.941619132809997,-0.98237331843,2.1186051300399997,0.7455,-3.4790000000000014,-2.6635
0.20789211399994656,9.384650237199999,-1.1916256548,1.9836499353999997,-4.550000000000001,2.9400000000000004,-10.290000000000001,8.969974080619997,-1.00450692748,2.10532496461,0.5355000000000001,-3.2165000000000012,-2.989
0.2166020769999477,10.162317582199998,-0.9260223461999999,1.8472590472,-5.74,8.89,-14.000000000000002,9.037451677939996,-1.0131210888399997,2.0865413072,0.31499999999999995,-2.646000000000001,-3.5245000000000006
0.22551903900000525,9.0759761218,-1.0791629926,1.9453647737999997,-2.3800000000000003,3.8500000000000005,-11.9,9.052765742579998,-1.0308279760799999,2.07038975465,0.2904999999999999,-2.254000000000002,-3.986500000000001
0.23495399799992356,9.518648302799999,-1.0959127508,2.1032910653999997,-6.790000000000001,2.9400000000000004,-13.790000000000001,9.091050904179998,-1.04937235123,2.06069882312,-0.02450000000000001,-1.8865000000000003,-4.581500000000001
0.2480899419999787,9.559326287,-0.8685946038,2.1032910653999997,-7.490000000000001,5.8100000000000005,-15.610000000000001,9.134480634369998,-1.06277215779,2.0475382988199997,-0.546,-1.3230000000000004,-5.309500000000001
0.2589688959999421,9.6454679006,-0.5647061335999999,2.1463618722,-8.190000000000001,6.23,-14.700000000000001,9.178987134729999,-1.06516498039,2.04694009317,-1.0290000000000001,-0.7525000000000001,-6.009500000000001
0.2700828490000049,9.8057870148,-0.40677984199999995,2.0985054202,-4.340000000000001,6.370000000000001,-10.22,9.22768107464,-1.0521240972199997,2.04119731893,-1.288,-0.1540000000000002,-6.4925000000000015
0.2809408019999182,9.7962157244,-0.44027935839999993,2.0434705004,-2.87,5.8100000000000005,-7.07,9.278049990369999,-1.0360921857999998,2.04035983102,-1.4735000000000003,0.46550000000000064,-6.856500000000001
0.2918277559999751,9.8057870148,-0.7226324252,2.0267207422,-2.0300000000000002,7.000000000000001,-6.510000000000001,9.330572446439998,-1.03405828659,2.03820629068,-1.6555000000000004,1.1969999999999998,-7.210000000000001
0.30330270699994344,9.722038223799998,-1.1078768637999998,2.2085752598,-1.33,7.3500000000000005,-5.880000000000001,9.374480741149998,-1.04602239959,2.0488543512499997,-1.7325,1.9460000000000002,-7.535500000000001
0.3137846619999891,9.7842516114,-0.9451649269999999,2.1008982428,-0.14,8.260000000000002,-9.520000000000001,9.41563728987,-1.04470634716,2.0577077948699998,-1.687,2.7440000000000007,-8.015
0.32396661899997525,9.530612415799999,-1.1485548479999999,2.141576227,-1.05,9.030000000000001,-10.430000000000001,9.442556544119999,-1.05009019801,2.07158616595,-1.6485000000000003,3.556000000000001,-8.550500000000001
0.33426557500001763,9.518648302799999,-1.0528419439999999,2.2420747762,0.0,10.080000000000002,-10.64,9.469236516109998,-1.04614204072,2.09060910562,-1.5365000000000004,4.368,-9.089500000000001
0.34348153600001297,9.475577496,-0.8781658942,2.3425733254,3.22,10.430000000000001,-10.64,9.487780891259998,-0.9986445121099999,2.1116659444999994,-1.3860000000000006,5.0680000000000005,-9.5305
0.35263249699994503,9.4468636248,-0.7130611348,2.3473589705999998,7.630000000000001,12.040000000000001,-9.520000000000001,9.50488957285,-0.96227360859,2.1290139083499993,-1.1199999999999999,5.747000000000002,-9.8455
0.36521944300000087,9.317651204399999,-0.6436692794,2.5052852621999997,10.010000000000002,13.3,-7.840000000000001,9.512666246299998,-0.92805624541,2.1560528037299997,-0.8049999999999999,6.471500000000002,-9.989
0.3755713990000231,9.0831545896,-0.6987041992,2.6560330859999994,10.290000000000001,11.13,-6.65,9.50405208494,-0.90053878551,2.1885951910899997,-0.5599999999999998,7.056000000000002,-9.9855
0.3861093539999274,8.817551280999998,-1.2059825903999999,2.8881368781999996,10.71,7.98,-5.180000000000001,9.511828758389997,-0.9126225396400001,2.2309481511099998,-0.21699999999999992,7.3885000000000005,-9.8455
0.3968043080000143,8.915657007599998,-0.39481572899999995,2.8402804261999997,9.73,4.550000000000001,-4.62,9.490532637249999,-0.8664410634599999,2.2508085786899996,0.1785000000000002,7.402500000000001,-9.695
0.4072392639999407,8.7361953126,-0.5240281494,2.8019952645999995,4.62,2.1,-3.2900000000000005,9.455118862769998,-0.83042908333,2.26863510706,0.4655000000000003,7.304500000000002,-9.415000000000001
0.41746421999994254,8.6644106346,-0.3493520996,2.7613172804,-17.64,0.7000000000000001,-2.0300000000000002,9.419106882639998,-0.7883154055699999,2.30751847431,-0.1889999999999999,7.1925,-9.001999999999999
