time,aX,aY,aZ,gX,gY,gZ,faX,faY,faZ,fgX,fgY,fgZ
0.1347145809999688,-0.3900300838,-0.24406790519999996,9.7555377402,-0.49000000000000005,-1.8200000000000003,-2.31,-0.6208178235699999,-0.18711872731999996,10.014680427779997,12.481000000000002,5.3865,1.0884999999999994
0.14195261300000084,-0.38045879339999994,-0.2536391956,9.7196454012,-0.21000000000000002,-2.1,-2.1700000000000004,-0.5468796052299999,-0.20709879602999998,10.01061262936,16.457000000000004,3.0905000000000014,0.7244999999999997
0.14902364299996407,-0.38763726119999997,-0.24406790519999996,9.7435736272,-0.6300000000000001,-1.8900000000000001,-2.45,-0.39086757171000003,-0.24993032056999992,9.776833861339998,10.839500000000001,0.9414999999999999,-1.19
0.1561156739999774,-0.38045879339999994,-0.23928225999999997,9.7555377402,-0.35000000000000003,-2.0300000000000002,-2.5900000000000003,-0.39026936606,-0.24873390926999991,9.745368244149999,3.8115000000000014,-0.7210000000000001,-1.7255000000000003
0.16317670399996587,-0.40438701939999994,-0.22013967919999997,9.7340023368,-0.6300000000000001,-1.9600000000000002,-2.31,-0.39122649509999996,-0.24693929231999995,9.74177901025,1.574999999999999,-1.4735000000000003,-2.121000000000001
0.17021773499999426,-0.38285161599999995,-0.2608176634,9.7603233854,-0.07,-1.8900000000000001,-2.45,-0.39182470075,-0.24658036892999996,9.770133958059999,0.09449999999999996,-1.8865000000000005,-2.285500000000001
0.17730576499997142,-0.38045879339999994,-0.23928225999999997,9.7340023368,-0.8400000000000001,-1.8200000000000003,-2.5900000000000003,-0.39026936605999996,-0.24681965118999996,9.738787981999998,-0.29050000000000004,-1.9320000000000004,-2.3590000000000013
0.18447979600000508,-0.39481572899999995,-0.23928225999999997,9.7435736272,-0.42000000000000004,-1.8200000000000003,-2.45,-0.38991044266999997,-0.24634108666999993,9.738429058609999,-0.3815,-1.9390000000000005,-2.3800000000000012
0.1915978270000096,-0.3900300838,-0.24167508259999998,9.710074110799999,-0.49000000000000005,-2.0300000000000002,-2.24,-0.39086757171,-0.24670001005999995,9.735796953749999,-0.441,-1.9495000000000005,-2.3625000000000016
0.19876285800000915,-0.38045879339999994,-0.23928225999999997,9.705288465599999,-0.56,-1.6800000000000002,-2.5900000000000003,-0.39194434187999994,-0.24693929232,9.733643413409999,-0.46900000000000003,-1.9355000000000004,-2.373000000000001
0.20585088899997572,-0.38045879339999994,-0.24646072779999997,9.705288465599999,-0.49000000000000005,-1.8900000000000001,-2.31,-0.39098721284,-0.24622144553999994,9.728977409339999,-0.4760000000000001,-1.9425000000000003,-2.355500000000001
0.21294991899998195,-0.38285161599999995,-0.24646072779999997,9.738787982,-0.35000000000000003,-1.6800000000000002,-2.5900000000000003,-0.39026936605999996,-0.24550359875999997,9.728857768209998,-0.4655,-1.9390000000000005,-2.3660000000000005
0.22004294999999274,-0.41156548719999997,-0.24406790519999996,9.7555377402,-0.56,-1.6800000000000002,-2.5900000000000003,-0.39098721284,-0.24502503423999994,9.73184879646,-0.4795,-1.9250000000000003,-2.380000000000001
0.22704998000000387,-0.39242290639999994,-0.2560320182,9.6957171752,-0.14,-1.7500000000000002,-2.1,-0.38991044267,-0.24610180440999999,9.730173820640001,-0.4655,-1.9040000000000004,-2.3660000000000005
0.23409301099997037,-0.39960137419999997,-0.2775674216,9.748359272399998,-0.77,-2.1,-2.24,-0.39158541848999995,-0.24741785683999992,9.72993453838,-0.483,-1.9005000000000003,-2.3660000000000005
